rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,nid,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled
10990,1001–1200,Kyoto Prefectural University of Medicine,24.4–29.7,10990,30.1,524,15.9,963,41.1,1004,45.4,547,17.7,1754,master_account,0,/world-university-rankings/kyoto-prefectural-university-medicine,610866,Japan,"1,371",3.4,1%,46 : 54,Kyoto Prefectural University of Medicine,Medicine & Dentistry,False,False,False
11000,1001–1200,University of Las Palmas de Gran Canaria,24.4–29.7,11000,16.5,1557,15.0,1021,44.6,948,36.9,1763,41.5,922,master_account,0,/world-university-rankings/university-las-palmas-de-gran-canaria,633066,Spain,"15,612",16.9,8%,58 : 42,University of Las Palmas de Gran Canaria,"Education,Physics & Astronomy,Accounting & Finance,Psychology,Politics & International Studies (incl Development Studies),General Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Other Health,Communication & Media Studies,Electrical & Electronic Engineering,Chemistry,Architecture,Sport Science,Archaeology,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Business & Management,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Mathematics & Statistics,Medicine & Dentistry,Law,Veterinary Science,Civil Engineering,Geography,Computer Science,Sociology,Biological Sciences,Chemical Engineering",False,False,False
11010,1001–1200,Lebanese University,24.4–29.7,11010,36.5,310,20.1,739,17.3,1485,37.0,1679,78.6,236,master_account,0,/world-university-rankings/lebanese-university,624447,Lebanon,"46,256",14.8,16%,70 : 30,Lebanese University,"General Engineering,Mathematics & Statistics,Art, Performing Arts & Design,Computer Science,Veterinary Science,Business & Management,Law,Psychology,Electrical & Electronic Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Medicine & Dentistry,Sport Science,Communication & Media Studies,Economics & Econometrics,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Chemical Engineering,Sociology,Biological Sciences,Accounting & Finance,Civil Engineering,Architecture,Education,Agriculture & Forestry,Geography,Archaeology,Other Health,Chemistry,Politics & International Studies (incl Development Studies)",False,False,False
11020,1001–1200,University of Leoben,24.4–29.7,11020,29.5,543,13.0,1191,25.5,1296,53.6,343,79.2,228,master_account,0,/world-university-rankings/university-leoben,648710,Austria,"2,604",4.6,17%,24 : 76,University of Leoben,"Mechanical & Aerospace Engineering,Chemical Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Physics & Astronomy,Chemistry,Civil Engineering,General Engineering",False,False,False
11030,1001–1200,University of León,24.4–29.7,11030,17.8,1376,13.6,1133,46.3,916,38.6,1174,34.1,1129,master_account,0,/world-university-rankings/university-leon,633021,Spain,"14,828",15.3,5%,56 : 44,University of León,"Economics & Econometrics,Veterinary Science,Geography,General Engineering,Computer Science,History, Philosophy & Theology,Other Health,Law,Electrical & Electronic Engineering,Business & Management,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Biological Sciences,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Sport Science,Education",False,False,False
11040,1001–1200,Lorestan University,24.4–29.7,11040,24.3,795,11.1,1373,50.0,853,37.1,1615,21.8,1617,master_account,0,/world-university-rankings/lorestan-university,681397,Iran,"9,059",23.6,1%,57 : 43,Lorestan University,"Sport Science,Archaeology,Psychology,Civil Engineering,Chemistry,Economics & Econometrics,Agriculture & Forestry,General Engineering,Veterinary Science,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Business & Management,Biological Sciences,Education,Law,Politics & International Studies (incl Development Studies),Accounting & Finance,Geography,Mechanical & Aerospace Engineering",False,False,False
11050,1001–1200,Lusophone University of Humanities and Technologies,24.4–29.7,11050,18.4,1291,11.4,1332,36.0,1088,38.7,1160,67.4,377,master_account,0,/world-university-rankings/lusophone-university-humanities-and-technologies,661645,Portugal,"7,544",10.7,22%,53 : 47,Lusophone University of Humanities and Technologies,"Chemistry,Business & Management,Communication & Media Studies,Education,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sport Science,Architecture,Economics & Econometrics,Psychology,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Other Health,Biological Sciences,Veterinary Science,Sociology,Art, Performing Arts & Design,Civil Engineering,Accounting & Finance,Medicine & Dentistry,Law",False,False,False
11060,1001–1200,Universiti Malaysia Perlis,24.4–29.7,11060,17.9,1364,13.6,1134,40.7,1012,37.2,1570,29.6,1283,master_account,0,/world-university-rankings/universiti-malaysia-perlis,625665,Malaysia,"10,937",13.6,5%,45 : 55,Universiti Malaysia Perlis,"Electrical & Electronic Engineering,Accounting & Finance,Languages, Literature & Linguistics,General Engineering,Mathematics & Statistics,Mechanical & Aerospace Engineering,Business & Management,Chemical Engineering,Civil Engineering,Economics & Econometrics,Communication & Media Studies",False,False,False
11070,1001–1200,University of Manouba,24.4–29.7,11070,19.2,1198,8.3,1745,52.7,803,36.9,1764,44.6,814,master_account,0,/world-university-rankings/university-manouba,659912,Tunisia,"16,315",12.1,1%,59 : 41,University of Manouba,"Architecture,Economics & Econometrics,Communication & Media Studies,Biological Sciences,History, Philosophy & Theology,Geography,Art, Performing Arts & Design,Business & Management,Languages, Literature & Linguistics,Sport Science,Accounting & Finance,Computer Science,Veterinary Science",False,False,False
11080,1001–1200,University of Maragheh,24.4–29.7,11080,15.1,1681,12.4,1248,55.7,749,36.9,1766,27.4,1372,master_account,0,/world-university-rankings/university-maragheh,670545,Iran,"3,146",19.9,0%,56 : 44,University of Maragheh,"Chemical Engineering,Physics & Astronomy,Biological Sciences,Geography,Mathematics & Statistics,Sociology,Languages, Literature & Linguistics,Chemistry,Education,Mechanical & Aerospace Engineering,Agriculture & Forestry,Psychology,Civil Engineering,Law",False,False,False
11090,1001–1200,University of Marrakech Cadi Ayyad,24.4–29.7,11090,26.8,658,10.5,1452,32.7,1154,38.7,1162,37.7,1022,master_account,0,/world-university-rankings/university-marrakech-cadi-ayyad,998,Morocco,"110,826",44.8,1%,50 : 50,University of Marrakech Cadi Ayyad,"History, Philosophy & Theology,Other Health,Chemistry,Business & Management,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,General Engineering,Physics & Astronomy,Medicine & Dentistry,Agriculture & Forestry,Sociology,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Economics & Econometrics,Psychology,Civil Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Education,Law,Geography,Computer Science,Electrical & Electronic Engineering,Communication & Media Studies,Chemical Engineering,Mathematics & Statistics",False,False,False
11100,1001–1200,University of Mauritius,24.4–29.7,11100,16.4,1566,10.0,1517,49.1,867,38.1,1280,41.9,904,master_account,0,/world-university-rankings/university-mauritius-0,707927,Mauritius,"8,710",21.5,1%,55 : 45,University of Mauritius,"Medicine & Dentistry,Accounting & Finance,General Engineering,Communication & Media Studies,Agriculture & Forestry,Chemical Engineering,Mathematics & Statistics,Education,Geology, Environmental, Earth & Marine Sciences,Business & Management,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Sociology,Computer Science,Chemistry,History, Philosophy & Theology,Civil Engineering,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Psychology,Physics & Astronomy,Economics & Econometrics,Law,Other Health,Biological Sciences",False,False,False
11110,1001–1200,University of Mazandaran,24.4–29.7,11110,25.2,730,15.0,1022,38.1,1066,38.1,1281,27.0,1388,master_account,0,/world-university-rankings/university-mazandaran,623892,Iran,"13,320",33.1,6%,62 : 38,University of Mazandaran,"Geology, Environmental, Earth & Marine Sciences,Computer Science,Law,Psychology,Art, Performing Arts & Design,Chemical Engineering,Languages, Literature & Linguistics,Accounting & Finance,Biological Sciences,Sport Science,Economics & Econometrics,Sociology,Electrical & Electronic Engineering,Business & Management,Physics & Astronomy,Politics & International Studies (incl Development Studies),Chemistry,History, Philosophy & Theology,General Engineering,Mathematics & Statistics,Civil Engineering,Geography,Archaeology,Communication & Media Studies,Mechanical & Aerospace Engineering,Education,Architecture",False,False,False
11120,1001–1200,Medical University of Bialystok,24.4–29.7,11120,37.1,298,10.5,1453,30.9,1189,39.5,1034,28.0,1346,master_account,0,/world-university-rankings/medical-university-bialystok-0,707302,Poland,"5,494",12.7,8%,76 : 24,Medical University of Bialystok,"Other Health,Sport Science,Medicine & Dentistry,Biological Sciences",False,False,False
11130,1001–1200,Menoufia University,24.4–29.7,11130,14.5,1724,8.2,1759,61.4,638,38.2,1251,41.7,910,master_account,0,/world-university-rankings/menoufia-university,645425,Egypt,"100,182",34.3,0%,43 : 57,Menoufia University,"Mechanical & Aerospace Engineering,Accounting & Finance,Civil Engineering,Communication & Media Studies,Sport Science,Computer Science,Business & Management,Archaeology,Physics & Astronomy,Architecture,Geology, Environmental, Earth & Marine Sciences,General Engineering,Chemistry,Electrical & Electronic Engineering,Art, Performing Arts & Design,Education,Psychology,Geography,History, Philosophy & Theology,Mathematics & Statistics,Law,Veterinary Science,Medicine & Dentistry,Other Health,Sociology,Agriculture & Forestry,Languages, Literature & Linguistics,Economics & Econometrics,Biological Sciences",False,False,False
11140,1001–1200,Miguel Hernández University of Elche,24.4–29.7,11140,17.5,1424,16.1,948,40.5,1019,40.0,968,38.6,996,master_account,0,/world-university-rankings/miguel-hernandez-university-elche,633069,Spain,"12,276",17.0,7%,48 : 52,Miguel Hernández University of Elche,"General Engineering,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Art, Performing Arts & Design,Business & Management,Agriculture & Forestry,Law,Other Health,Communication & Media Studies,Sport Science,Biological Sciences,Mathematics & Statistics,Computer Science,Electrical & Electronic Engineering,Medicine & Dentistry,Mechanical & Aerospace Engineering,Psychology,Politics & International Studies (incl Development Studies)",False,False,False
11150,1001–1200,Morgan State University,24.4–29.7,11150,22.0,951,10.4,1464,36.7,1083,37.2,1575,48.7,701,public,0,/world-university-rankings/morgan-state-university,592829,United States,"6,129",11.7,8%,59 : 41,Morgan State University,"Sociology,Languages, Literature & Linguistics,Business & Management,History, Philosophy & Theology,Biological Sciences,Other Health,Geography,Communication & Media Studies,Psychology,General Engineering,Architecture,Accounting & Finance,Politics & International Studies (incl Development Studies),Chemistry,Computer Science,Education,Physics & Astronomy,Art, Performing Arts & Design,Civil Engineering,Mathematics & Statistics,Economics & Econometrics,Electrical & Electronic Engineering",False,False,False
11160,1001–1200,University of Murcia,24.4–29.7,11160,20.1,1120,19.1,793,34.0,1132,39.2,1081,39.8,964,master_account,0,/world-university-rankings/university-murcia,131331,Spain,"26,351",16.0,8%,59 : 41,University of Murcia,"Sport Science,Communication & Media Studies,Languages, Literature & Linguistics,Law,Psychology,Computer Science,Veterinary Science,Biological Sciences,Art, Performing Arts & Design,Chemical Engineering,Sociology,Education,Physics & Astronomy,Business & Management,History, Philosophy & Theology,Economics & Econometrics,Mathematics & Statistics,Agriculture & Forestry,Geography,Chemistry,Medicine & Dentistry,Accounting & Finance,Other Health,Geology, Environmental, Earth & Marine Sciences",False,False,False
11170,1001–1200,Nanjing University of Aeronautics and Astronautics,24.4–29.7,11170,22.0,952,26.1,519,23.1,1351,69.5,197,20.8,1662,master_account,0,/world-university-rankings/nanjing-university-aeronautics-and-astronautics,623613,China,"32,300",15.6,3%,30 : 70,Nanjing University of Aeronautics and Astronautics,"Electrical & Electronic Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Computer Science,Business & Management,Biological Sciences,Sociology,Civil Engineering,Mathematics & Statistics,General Engineering,Languages, Literature & Linguistics,Communication & Media Studies,Accounting & Finance,Physics & Astronomy,Chemistry,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Chemical Engineering,Education",False,False,False
11180,1001–1200,Nanjing Medical University,24.4–29.7,11180,29.2,558,19.7,755,37.2,1074,39.0,1111,20.7,1665,master_account,0,/world-university-rankings/nanjing-medical-university,589109,China,"20,660",8.6,4%,,Nanjing Medical University,Medicine & Dentistry,False,False,False
11190,1001–1200,National Autonomous University of Mexico,24.4–29.7,11190,29.9,528,29.5,440,21.3,1397,54.3,334,47.8,724,master_account,0,/world-university-rankings/national-autonomous-university-mexico,897,Mexico,"172,729",17.4,4%,52 : 48,National Autonomous University of Mexico,"Accounting & Finance,Law,Geography,History, Philosophy & Theology,Electrical & Electronic Engineering,Veterinary Science,Education,Physics & Astronomy,Medicine & Dentistry,Biological Sciences,Mathematics & Statistics,Economics & Econometrics,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Chemical Engineering,Communication & Media Studies,Art, Performing Arts & Design,Other Health,Mechanical & Aerospace Engineering,Sociology,Computer Science,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Civil Engineering,Chemistry,Business & Management,Agriculture & Forestry,Psychology",False,False,False
